'flickr', 'using_id', 'img_loc', 'the_image', 'img_width', 'img_height', 'crop_coords', 'do_img_at', 'full_id', 'r_min', 'r_max', 'r_mean', 'r_mode', 'g_min', 'g_max', 'g_mean', 'g_mode', 'b_min', 'b_max', 'b_mean', 'b_mode', 'center_rgb', 'post_num_regions', 'post_top_hsl', 'post_top_count', 'post_2_hsl', 'post_2_count', 'post_3_hsl', 'post_3_count', 'post_4_hsl', 'post_4_count', 'post_5_hsl', 'post_5_count', 'post_6_hsl', 'post_6_count', 'center_hsl', 'full_red_count', 'visib_red_count', 'vivid_red_count', 'full_orange_count', 'visib_orange_count', 'vivid_orange_count', 'full_yellow_count', 'visib_yellow_count', 'vivid_yellow_count', 'full_green_count', 'visib_green_count', 'vivid_green_count', 'full_cyan_count', 'visib_cyan_count', 'vivid_cyan_count', 'full_blue_count', 'visib_blue_count', 'vivid_blue_count', 'full_purple_count', 'visib_purple_count', 'vivid_purple_count', 'full_mag_count', 'visib_mag_count', 'vivid_mag_count', 'vivid_count', 'sat_min_val', 'sat_25_val', 'sat_50_val', 'sat_75_val', 'sat_max_val', 'hue_mean_val', 'sat_mean_val', 'light_mean_val', 'light_max_val', 'light_max_count', 'light_min_val', 'light_min_count', 'light_25_value', 'light_50_value', 'light_75_value', 'gen_bright_count', 'gen_dark_count', 'common_hsl_1_val', 'common_hsl_1_count', 'common_hsl_2_val', 'common_hsl_2_count', 'common_hsl_3_val', 'common_hsl_3_count', 'common_hsl_4_val', 'common_hsl_4_count'
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52528705528,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA7FD5C710>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698600342.888055,5252870552807,0.0,255.0,208.75316159311345,173371,28.0,255.0,206.81032516834372,183985,0.0,255.0,198.0421783567888,119735,"(255, 255, 254)",51,"(45.0, 0.358974358974359, 0.8470588235294118)",330925,"(38.8235294117647, 0.6296296296296292, 0.788235294117647)",192921,"(160.0, 0.06666666666666637, 0.9117647058823529)",54001,"(19.534883720930246, 0.23756906077348064, 0.6450980392156862)",34136,"(26.47058823529413, 0.19767441860465113, 0.6627450980392157)",33637,"(75.0, 0.018181818181818115, 0.5686274509803921)",30420,"[60.0, 1.0, 0.9980392156862745]",134492,0,0,160989,3184,0,273253,701,0,22492,0,0,147264,0,0,19042,0,0,6495,0,0,6866,0,0,0,0.0,0.039999999999999855,0.20661157024793386,0.3508771929824562,1.0,72.13509037197696,0.28515696199084106,0.7994355107851367,1.0,162935,0.054901960784313725,1,0.6901960784313725,0.8117647058823529,0.9745098039215686,332679,2,"(0.0, 0.0, 1.0)",105942,"(60.0, 1.0, 0.9980392156862745)",9619,"(60.0, 1.0, 0.996078431372549)",6842,"(180.0, 1.0, 0.9980392156862745)",5577,7
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52528705528,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA7FD5C710>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698600364.3607488,5252870552808,28.0,255.0,177.2926016510635,23705,0.0,255.0,153.5792416173632,24492,0.0,255.0,136.17487063735075,39974,"(188, 156, 129)",13,"(60.0, 0.0048780487804877875, 0.4019607843137255)",659723,"(13.846153846153824, 0.10924369747899162, 0.4666666666666667)",116447,"(341.45454545454544, 0.6470588235294117, 0.8333333333333333)",5399,"(60.0, 0.017341040462427765, 0.3392156862745098)",2855,"(11.249999999999961, 0.0784313725490196, 0.4)",1836,"(30.0, 0.12499999999999997, 0.7490196078431373)",1670,"[27.457627118644076, 0.30569948186528506, 0.6215686274509804]",114535,11591,0,623442,156815,0,47749,2310,0,916,0,0,185,0,0,179,0,0,254,0,0,7985,45,0,0,0.0,0.09333333333333332,0.30379746835443033,0.393939393939394,1.0,47.62687098325585,0.2638440507054807,0.6129368048988232,1.0,618,0.06666666666666667,2,0.48431372549019613,0.6627450980392158,0.7058823529411765,17488,16,"(0.0, 0.06748466257668714, 0.3196078431372549)",2755,"(0.0, 0.06586826347305383, 0.32745098039215687)",2741,"(28.61538461538462, 0.41401273885350315, 0.692156862745098)",2670,"(29.090909090909093, 0.4074074074074074, 0.6823529411764706)",2599,8
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52528705528,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA7FD5C710>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698600385.6784668,5252870552809,56.0,255.0,168.60694430405337,9606,0.0,245.0,130.37353010546178,12913,0.0,224.0,129.28223530235053,13862,"(133, 125, 123)",42,"(11.999999999999996, 0.2941176470588236, 0.6)",228479,"(345.20547945205476, 0.45911949685534614, 0.6882352941176471)",227498,"(351.42857142857144, 0.05737704918032784, 0.4784313725490196)",166518,"(344.76190476190476, 0.4809160305343512, 0.7431372549019608)",27129,"(27.931034482758612, 0.3717948717948718, 0.6941176470588235)",20441,"(27.857142857142854, 0.35897435897435903, 0.6941176470588235)",16661,"[11.99999999999995, 0.03937007874015751, 0.5019607843137255]",521327,84950,0,176922,29444,35,54959,13597,0,118,0,0,49,0,0,39,0,0,374,0,0,17866,392,0,35,0.0,0.09547738693467331,0.25102880658436216,0.4358974358974358,1.0,176.15867944684422,0.2884200057142337,0.571672369466413,0.9117647058823529,30,0.11568627450980393,3,0.44705882352941173,0.5705882352941176,0.6980392156862745,6336,4,"(0.0, 0.05882352941176474, 0.33333333333333337)",2112,"(0.0, 0.06586826347305383, 0.32745098039215687)",2051,"(0.0, 0.05747126436781605, 0.3411764705882353)",2037,"(0.0, 0.06748466257668714, 0.3196078431372549)",1815,9
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52099319889,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA125747D0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698600414.2094195,5209931988900,0.0,255.0,162.18359940140337,367634,0.0,255.0,143.6295984056261,204041,0.0,255.0,136.4544334411621,129778,"(115, 99, 99)",486,"(30.0, 0.13186813186813187, 0.3568627450980392)",2789726,"(34.28571428571427, 0.381818181818182, 0.7843137254901961)",1411904,"(42.85714285714286, 0.17073170731707318, 0.16078431372549018)",487250,"(320.37735849056605, 0.21632653061224494, 0.4803921568627451)",331457,"(54.41860465116278, 0.8775510204081637, 0.903921568627451)",315735,"(33.52941176470589, 0.6375, 0.6862745098039216)",231574,"[0.0, 0.07476635514018691, 0.4196078431372549]",1175176,33616,5,2026469,505979,1912,1918718,100642,568,84429,0,0,201420,21335,429,52447,3441,54,821944,63,0,797285,417,0,2968,0.0,0.07200000000000002,0.21126760563380287,0.43999999999999967,1.0,103.0626247916526,0.2958915364320797,0.5786670812248055,1.0,176665,0.0,640,0.3549019607843137,0.5980392156862745,0.7784313725490196,903983,150502,"(38.18181818181817, 0.1235955056179775, 0.17450980392156862)",62587,"(45.00000000000002, 0.15, 0.1568627450980392)",60973,"(41.99999999999998, 0.10416666666666667, 0.18823529411764706)",48412,"(60.0, 1.0, 0.9980392156862745)",46013,9
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52099319889,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA125747D0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698600712.0284195,5209931988901,0.0,255.0,114.42863043591208,33107,0.0,255.0,99.78169195199251,40853,0.0,230.0,88.85164830882735,36881,"(92, 92, 92)",42,"(30.0, 0.13186813186813187, 0.3568627450980392)",453489,"(33.86138613861387, 0.6273291925465838, 0.6843137254901961)",140946,"(40.000000000000014, 0.18518518518518515, 0.1588235294117647)",59908,"(5.454545454545436, 0.06832298136645965, 0.3156862745098039)",29682,"(5.915492957746484, 0.2897959183673469, 0.5196078431372548)",26079,"(42.85714285714286, 0.17073170731707318, 0.16078431372549018)",4307,"[0.0, 0.0, 0.3607843137254902]",209652,1722,1,167029,45409,328,210512,15735,212,569,0,0,278,0,0,211,0,0,124044,1,0,57585,7,0,541,0.0,0.04191616766467068,0.08571428571428573,0.30000000000000004,1.0,103.96773376491122,0.23484442022452587,0.39641938341294825,0.9509803921568627,574,0.0,11,0.2901960784313726,0.3294117647058824,0.38627450980392153,4598,25839,"(45.00000000000002, 0.15, 0.1568627450980392)",11107,"(38.18181818181817, 0.1235955056179775, 0.17450980392156862)",9949,"(44.0, 0.21126760563380287, 0.1392156862745098)",9056,"(0.0, 0.0, 0.2901960784313726)",7693,1
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52099319889,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA125747D0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698600734.9527977,5209931988902,0.0,255.0,191.19214555527574,127163,0.0,255.0,175.63745656006043,137563,0.0,255.0,184.25664316293125,48855,"(255, 255, 254)",75,"(35.1219512195122, 0.3761467889908257, 0.7862745098039217)",423788,"(319.61538461538464, 0.2131147540983607, 0.47843137254901963)",108900,"(335.17241379310343, 0.16763005780346818, 0.3392156862745098)",72505,"(318.6666666666667, 0.21531100478468898, 0.40980392156862744)",44965,"(254.21052631578945, 0.3114754098360657, 0.7607843137254902)",16808,"(200.86956521739128, 0.4618473895582329, 0.4882352941176471)",13781,"[60.0, 1.0, 0.9980392156862745]",78192,720,0,84158,6280,0,200980,133,0,11362,0,0,154573,21028,347,9563,2216,32,26142,35,0,229230,300,0,379,0.0,0.18367346938775508,0.28000000000000047,0.6190476190476187,1.0,170.197386371171,0.42693024350259207,0.7157874664849573,1.0,131852,0.08431372549019608,5,0.47058823529411764,0.7980392156862746,0.9529411764705882,331663,23,"(60.0, 1.0, 0.9980392156862745)",41236,"(60.0, 1.0, 0.996078431372549)",18729,"(60.0, 1.0, 0.9882352941176471)",6721,"(60.0, 0.3333333333333333, 0.9941176470588236)",5844,2
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52099319889,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA125747D0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698600761.437093,5209931988903,0.0,255.0,194.34749818332816,54544,0.0,255.0,160.63199418665005,12231,0.0,255.0,174.1063570538773,21897,"(193, 147, 125)",48,"(307.2727272727273, 0.2619047619047619, 0.49411764705882355)",220793,"(307.5, 0.034782608695652174, 0.45098039215686275)",196626,"(20.000000000000377, 0.6000000000000023, 0.9901960784313726)",135204,"(13.090909090909108, 0.6470588235294117, 0.8333333333333333)",38740,"(204.70588235294122, 0.21518987341772147, 0.8450980392156863)",33808,"(20.869565217391308, 0.36507936507936495, 0.6294117647058823)",21554,"[19.411764705882344, 0.3541666666666667, 0.6235294117647059]",111797,5359,0,219214,41211,2,23256,0,0,478,0,0,21508,297,82,19668,1126,22,103459,1,0,271260,108,0,106,0.0,0.10222222222222224,0.2881355932203389,0.5172413793103453,1.0,178.2167385100195,0.35432089537155165,0.686097251991215,1.0,21700,0.09019607843137255,1,0.5411764705882353,0.6764705882352942,0.8235294117647058,151600,1,"(0.0, 0.0, 1.0)",4031,"(303.5820895522388, 0.2900432900432901, 0.5470588235294118)",2236,"(303.6923076923077, 0.28888888888888886, 0.5588235294117647)",2191,"(303.5820895522388, 0.2925764192139738, 0.5509803921568628)",1851,3
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52099319889,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA125747D0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698600792.7807117,5209931988904,0.0,255.0,90.32316538889708,35952,0.0,255.0,82.55145181604657,45365,0.0,235.0,77.8031163205279,40036,"(84, 82, 78)",42,"(25.71428571428573, 0.0729166666666667, 0.3764705882352941)",473871,"(45.0, 0.2222222222222222, 0.1411764705882353)",164425,"(34.45544554455446, 0.6965517241379308, 0.7156862745098039)",47674,"(340.00000000000006, 0.01675977653631287, 0.3509803921568627)",27860,"(1.7391304347826164, 0.3094170403587444, 0.5627450980392157)",24226,"(37.499999999999986, 0.26666666666666666, 0.17647058823529413)",4041,"[40.00000000000004, 0.03703703703703699, 0.3176470588235294]",191359,325,0,79701,17447,20,244439,26063,260,198,0,0,515,0,0,3080,0,0,220748,0,0,53139,0,0,280,0.0,0.025,0.06493506493506497,0.15,1.0,115.39179867618185,0.14188182103104335,0.3279298773125143,0.9607843137254901,121,0.0,234,0.2529411764705882,0.3156862745098039,0.35490196078431374,8820,60292,"(45.00000000000002, 0.15, 0.1568627450980392)",23836,"(38.18181818181817, 0.1235955056179775, 0.17450980392156862)",22621,"(44.0, 0.21126760563380287, 0.1392156862745098)",17697,"(41.99999999999998, 0.10416666666666667, 0.18823529411764706)",15738,4
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52099319889,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA125747D0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698600818.1912503,5209931988905,39.0,255.0,195.60720575384823,56458,0.0,255.0,169.58228381821849,37330,0.0,255.0,150.9703825917982,8989,"(111, 98, 96)",61,"(35.55555555555556, 0.5294117647058822, 0.8)",524569,"(40.465116279069754, 0.6056338028169013, 0.8607843137254902)",83726,"(57.073170731707286, 0.9111111111111114, 0.911764705882353)",70351,"(270.00000000000006, 0.0365853658536585, 0.32156862745098036)",33366,"(261.1764705882353, 0.26562499999999994, 0.7490196078431373)",12759,"(23.99999999999986, 0.21739130434782677, 0.9549019607843137)",7651,"[8.000000000000025, 0.07246376811594205, 0.40588235294117647]",121032,4709,1,397075,117049,386,246729,9525,5,424,0,0,276,0,0,261,0,0,40232,0,0,12206,0,0,392,0.0,0.19999999999999993,0.36683417085427134,0.5303030303030303,1.0,49.39797180347271,0.39725619248754496,0.6787362228862533,1.0,15995,0.07647058823529412,2,0.5431372549019607,0.7,0.8196078431372549,145569,7,"(0.0, 0.0, 1.0)",5894,"(60.0, 1.0, 0.9980392156862745)",3588,"(258.75000000000006, 0.07920792079207921, 0.396078431372549)",1733,"(60.0, 1.0, 0.9745098039215686)",1683,5
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52099319889,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA125747D0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698600852.6576436,5209931988906,0.0,255.0,206.2011620203486,26120,0.0,255.0,171.57059153964548,14724,0.0,255.0,153.62629319791122,14246,"(206, 160, 124)",117,"(14.999999999999966, 0.5454545454545453, 0.9568627450980391)",270077,"(342.85714285714266, 0.048275862068965544, 0.7156862745098038)",219246,"(18.876404494382015, 0.6402877697841726, 0.7274509803921569)",91387,"(0.0, 0.021834061135371223, 0.5509803921568628)",35840,"(251.99999999999994, 0.38461538461538486, 0.9490196078431372)",11689,"(23.07692307692309, 0.10924369747899165, 0.5333333333333333)",11460,"[26.341463414634145, 0.45555555555555566, 0.6470588235294118]",126422,20313,3,482544,207837,541,42051,17166,90,384,0,0,2271,10,0,8092,19,0,74333,26,0,57865,2,0,634,0.0,0.11764705882352902,0.4403292181069959,0.5968992248062015,1.0,76.61822152084183,0.41053585592090086,0.70427130384222,1.0,5491,0.054901960784313725,2,0.6294117647058823,0.7137254901960784,0.788235294117647,78840,35,"(20.249999999999996, 0.6249999999999999, 0.7490196078431373)",338,"(20.0, 0.6499999999999997, 0.7647058823529411)",322,"(18.7012987012987, 0.6814159292035399, 0.7784313725490196)",304,"(300.0, 1.0, 0.9941176470588236)",273,6
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52613257228,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x26EC8EB0AD0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698600470.296074,0,5261325722800,0.0,255.0,175.11656075936776,127604,0.0,255.0,128.01888331660518,194751,0.0,255.0,137.33470026652017,204836,"(125, 126, 146)",529,"(347.2727272727273, 0.36666666666666664, 0.6470588235294118)",4475610,"(343.6363636363636, 0.0973451327433628, 0.22156862745098038)",401178,"(323.07692307692315, 0.05829596412556058, 0.5627450980392157)",238799,"(40.40816326530612, 0.4336283185840708, 0.7784313725490196)",214580,"(45.483870967741936, 0.7948717948717949, 0.8470588235294118)",163266,"(240.0, 0.0857142857142857, 0.5196078431372549)",145879,"[237.1428571428571, 0.08786610878661086, 0.5313725490196078]",4550602,2062701,12,332735,9583,0,631590,108225,25,1243,8,0,4490,0,0,190576,39,0,857620,22,0,509032,38272,135,172,0.0,0.1808510638297872,0.3532338308457712,0.45341614906832295,1.000000000000007,278.25033867362845,0.3326800898041604,0.5888258050989218,1.0,4097,0.0,31,0.5098039215686274,0.6392156862745098,0.6980392156862745,38330,22335,"(323.99999999999994, 0.042735042735042764, 0.22941176470588237)",13812,"(330.0, 0.05357142857142857, 0.2196078431372549)",13621,"(336.0, 0.04065040650406501, 0.2411764705882353)",12289,"(329.99999999999994, 0.05660377358490566, 0.20784313725490194)",12010
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52099319889,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA125747D0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698600897.3032691,5209931988907,0.0,255.0,86.54114513946813,43591,0.0,255.0,79.96528701129729,51132,0.0,234.0,73.45365828980157,51100,"(89, 82, 80)",41,"(32.72727272727268, 0.06508875739644972, 0.3313725490196079)",377193,"(54.545454545454525, 0.13253012048192775, 0.1627450980392157)",238937,"(35.21739130434782, 0.657142857142857, 0.7254901960784313)",43328,"(30.00000000000004, 0.05319148936170216, 0.3686274509803922)",25094,"(14.166666666666663, 0.2926829268292683, 0.5176470588235293)",21852,"(51.428571428571416, 0.24705882352941178, 0.16666666666666669)",14868,"[13.333333333333385, 0.053254437869822466, 0.33137254901960783]",84501,30,0,95707,10117,0,374104,24605,0,111,0,0,115,0,0,374,0,0,140173,0,0,75808,0,0,0,0.0,0.029411764705882346,0.07070707070707075,0.15,1.0,108.8704141586199,0.14139404236438666,0.3123673021634217,0.9588235294117646,134,0.0,395,0.18823529411764706,0.29803921568627456,0.3549019607843137,6606,64302,"(38.18181818181817, 0.1235955056179775, 0.17450980392156862)",30017,"(41.99999999999998, 0.10416666666666667, 0.18823529411764706)",26154,"(45.00000000000002, 0.15, 0.1568627450980392)",26030,"(42.00000000000003, 0.09803921568627451, 0.2)",17828,7
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52613257228,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x26EC8EB0AD0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698600906.009139,1,5261325722801,0.0,255.0,158.5565828440796,21459,0.0,242.0,112.32252299059594,22781,0.0,237.0,123.33059957395957,18960,"(217, 151, 167)",77,"(343.125, 0.3333333333333333, 0.6235294117647059)",319172,"(345.48387096774195, 0.40259740259740256, 0.6980392156862745)",120952,"(343.6363636363636, 0.09909909909909913, 0.21764705882352942)",95607,"(330.0, 0.03333333333333333, 0.23529411764705882)",55921,"(342.1875, 0.3106796116504854, 0.596078431372549)",53684,"(44.761904761904766, 0.8181818181818181, 0.8490196078431372)",17423,"[345.45454545454544, 0.46478873239436613, 0.7215686274509804]",525490,183694,1,6938,102,0,49393,549,0,101,0,0,204,0,0,685,0,0,56200,0,0,130869,2375,9,10,0.0,0.13191489361702127,0.3061224489795918,0.42011834319526636,1.0,303.51178065148673,0.2967710184141433,0.5285240939000426,0.9333333333333333,7,0.0,13,0.3411764705882353,0.6019607843137256,0.6882352941176471,4365,16888,"(330.0, 0.05357142857142857, 0.2196078431372549)",8487,"(329.99999999999994, 0.05660377358490566, 0.20784313725490194)",7911,"(323.99999999999994, 0.042735042735042764, 0.22941176470588237)",7907,"(325.7142857142857, 0.07070707070707075, 0.19411764705882353)",6564
