flickr',using_id',img_loc',the_image',img_width',img_height',crop_coords',do_img_at',sub_img,full_id',r_min',r_max',r_mean',r_mode',g_min',g_max',g_mean',g_mode',b_min',b_max',b_mean',b_mode',center_rgb',post_num_regions',post_top_hsl',post_top_count',post_2_hsl',post_2_count',post_3_hsl',post_3_count',post_4_hsl',post_4_count',post_5_hsl',post_5_count',post_6_hsl',post_6_count',center_hsl',full_red_count',visib_red_count',vivid_red_count',full_orange_count',visib_orange_count',vivid_orange_count',full_yellow_count',visib_yellow_count',vivid_yellow_count',full_green_count',visib_green_count',vivid_green_count',full_cyan_count',visib_cyan_count',vivid_cyan_count',full_blue_count',visib_blue_count',vivid_blue_count',full_purple_count',visib_purple_count',vivid_purple_count',full_mag_count',visib_mag_count',vivid_mag_count',vivid_count',sat_min_val',sat_25_val',sat_50_val',sat_75_val',sat_max_val',hue_mean_val',sat_mean_val',light_mean_val',light_max_val',light_max_count',light_min_val',light_min_count',light_25_value',light_50_value',light_75_value',gen_bright_count',gen_dark_count',common_hsl_1_val',common_hsl_1_count',common_hsl_2_val',common_hsl_2_count',common_hsl_3_val',common_hsl_3_count',common_hsl_4_val',common_hsl_4_count'
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52408439848,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1539x2048 at 0x28B8F7CE710>,1539,2048,"[(0, 0, 507, 675), (0, 675, 507, 1372), (0, 1372, 507, 2048), (507, 0, 1031, 675), (507, 675, 1031, 1372), (507, 1372, 1031, 2048), (1031, 0, 1539, 675), (1031, 675, 1539, 1372), (1031, 1372, 1539, 2048)]",1698549990,9,5240843984809,46,255,202.0490437,9340,28,255,186.0362513,8306,0,255,166.4471096,9410,"(211, 205, 188)",7,"(42.500000000000064, 0.11538461538461536, 0.5921568627450979)",337583,"(40.90909090909091, 0.12222222222222225, 0.6470588235294117)",1536,"(36.92307692307689, 0.05439330543933059, 0.46862745098039216)",1188,"(34.28571428571427, 0.0850202429149798, 0.4843137254901961)",921,"(39.99999999999996, 0.1677018633540374, 0.6843137254901961)",865,"(40.0, 0.15, 0.6862745098039216)",685,"[44.34782608695656, 0.20720720720720698, 0.7823529411764706]",215,0,0,162076,31462,0,181027,21,0,63,0,0,1,0,0,0,0,0,1,0,0,25,0,0,0,0,0.135483871,0.4074074074,0.4897959184,1,36.90661447,0.3438425017,0.7225498475,1,1554,0.1039215686,3,0.6588235294,0.7607843137,0.8098039216,46107,16,"(27.27272727272727, 0.47826086956521735, 0.7745098039215685)",1475,"(30.61224489795918, 0.4851485148514851, 0.8019607843137255)",1401,"(25.423728813559343, 0.4184397163120569, 0.7235294117647059)",1347,"(25.573770491803266, 0.42068965517241397, 0.7156862745098039)",1298
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52991937742,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3072x2304 at 0x28B90989790>,3072,2304,"[(0, 0, 1013, 760), (0, 760, 1013, 1543), (0, 1543, 1013, 2304), (1013, 0, 2058, 760), (1013, 760, 2058, 1543), (1013, 1543, 2058, 2304), (2058, 0, 3072, 760), (2058, 760, 3072, 1543), (2058, 1543, 3072, 2304)]",1698550002,9,5299193774200,0,255,173.4072055,348480,0,255,145.009985,127620,0,255,162.8716455,191664,"(103, 112, 119)",354,"(210.0, 0.05714285714285721, 0.5882352941176471)",6340239,"(325.82278481012656, 0.6124031007751937, 0.7470588235294118)",84531,"(316.1194029850746, 0.8933333333333333, 0.8529411764705882)",54982,"(216.9230769230769, 0.08965517241379319, 0.7156862745098039)",20964,"(317.7464788732394, 0.7171717171717171, 0.8058823529411765)",15040,"(306.12244897959187, 0.9245283018867927, 0.8960784313725491)",14869,"[206.25, 0.07207207207207207, 0.43529411764705883]",416519,3857,0,84607,0,0,322448,0,0,49996,0,0,1416116,12508,0,1033650,6,0,301883,0,0,3452669,765468,17,17,0,0.03448275862,0.1681415929,0.5244755245,1,256.917328,0.3063671986,0.6281660322,1,38586,0.04117647059,3,0.4941176471,0.6294117647,0.7607843137,781472,791,"(0.0, 0.0, 1.0)",16466,"(204.99999999999994, 0.06976744186046512, 0.33725490196078434)",8557,"(201.81818181818184, 0.06285714285714279, 0.3431372549019608)",8523,"(216.0, 0.026178010471204244, 0.37450980392156863)",8464
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52991937742,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3072x2304 at 0x28B90989790>,3072,2304,"[(0, 0, 1013, 760), (0, 760, 1013, 1543), (0, 1543, 1013, 2304), (1013, 0, 2058, 760), (1013, 760, 2058, 1543), (1013, 1543, 2058, 2304), (2058, 0, 3072, 760), (2058, 760, 3072, 1543), (2058, 1543, 3072, 2304)]",1698550286,1,5299193774201,59,244,153.1279966,19508,68,249,156.7638476,25065,74,250,160.468047,30216,"(191, 194, 195)",11,"(210.0, 0.05714285714285721, 0.5882352941176471)",745560,"(205.7142857142856, 0.047619047619047644, 0.7117647058823529)",9633,"(214.28571428571428, 0.04402515723270425, 0.6882352941176471)",4650,"(209.9999999999999, 0.043956043956043946, 0.6431372549019607)",2658,"(219.99999999999983, 0.04054054054054059, 0.7098039215686274)",2463,"(209.9999999999999, 0.053333333333333344, 0.7058823529411764)",1268,"[195.0, 0.03225806451612891, 0.7568627450980392]",2094,0,0,0,0,0,227,0,0,2712,0,0,512152,0,0,217887,0,0,31148,0,0,3660,0,0,0,0,0.03056768559,0.03636363636,0.04575163399,0.7,209.8819869,0.03997842651,0.6148768436,0.968627451,2,0.2607843137,1,0.537254902,0.5901960784,0.6941176471,1553,0,"(217.49999999999991, 0.033057851239669415, 0.5254901960784313)",4790,"(217.5000000000001, 0.033613445378151266, 0.5333333333333334)",4746,"(217.49999999999991, 0.033333333333333326, 0.5294117647058822)",4715,"(217.5000000000001, 0.03389830508474576, 0.5372549019607844)",4511
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52991937742,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3072x2304 at 0x28B90989790>,3072,2304,"[(0, 0, 1013, 760), (0, 760, 1013, 1543), (0, 1543, 1013, 2304), (1013, 0, 2058, 760), (1013, 760, 2058, 1543), (1013, 1543, 2058, 2304), (2058, 0, 3072, 760), (2058, 760, 3072, 1543), (2058, 1543, 3072, 2304)]",1698550313,2,5299193774202,0,219,118.0959872,16182,21,224,119.9976348,17487,46,225,121.3035065,19356,"(114, 116, 115)",1,"(199.9999999999998, 0.016393442622950914, 0.6411764705882352)",793179,,0,,0,,0,,0,,0,"[150.0, 0.008695652173913012, 0.45098039215686275]",62110,0,0,674,0,0,114295,0,0,36519,0,0,279646,1,0,261764,0,0,36927,0,0,1244,0,0,0,0,0.009259259259,0.01639344262,0.02766798419,1,164.5378382,0.02226277079,0.4698378768,0.8705882353,3,0.09019607843,6,0.3803921569,0.462745098,0.5470588235,8,21,"(216.0, 0.026178010471204244, 0.37450980392156863)",7288,"(225.00000000000003, 0.02127659574468085, 0.3686274509803922)",7143,"(216.00000000000009, 0.027027027027027004, 0.36274509803921573)",7140,"(224.99999999999983, 0.02197802197802198, 0.35686274509803917)",6808
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52991937742,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3072x2304 at 0x28B90989790>,3072,2304,"[(0, 0, 1013, 760), (0, 760, 1013, 1543), (0, 1543, 1013, 2304), (1013, 0, 2058, 760), (1013, 760, 2058, 1543), (1013, 1543, 2058, 2304), (2058, 0, 3072, 760), (2058, 760, 3072, 1543), (2058, 1543, 3072, 2304)]",1698550337,3,5299193774203,56,238,143.3517661,16931,0,200,114.0852557,24610,28,206,123.8076776,20633,"(158, 109, 123)",5,"(40.0, 0.011952191235059717, 0.5078431372549019)",768528,"(332.8125, 0.29629629629629617, 0.5764705882352941)",823,"(337.5, 0.2831858407079646, 0.5568627450980392)",531,"(330.46153846153845, 0.4362416107382551, 0.707843137254902)",516,"(338.1818181818182, 0.3402061855670104, 0.6196078431372549)",495,,0,"[342.85714285714283, 0.20164609053497948, 0.5235294117647059]",200156,2131,0,18548,0,0,186130,0,0,8558,0,0,1297,0,0,2227,0,0,19893,0,0,334084,39635,1,1,0,0.01554404145,0.09333333333,0.2811059908,1,232.6524847,0.1523538715,0.5033037417,0.8117647059,11,0.1529411765,2,0.4274509804,0.4803921569,0.5862745098,0,0,"(60.0, 0.008620689655172382, 0.4549019607843137)",5878,"(60.0, 0.008547008547008576, 0.45882352941176474)",5866,"(60.0, 0.008695652173913012, 0.45098039215686275)",5742,"(60.0, 0.00847457627118647, 0.4627450980392157)",5539
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52991937742,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3072x2304 at 0x28B90989790>,3072,2304,"[(0, 0, 1013, 760), (0, 760, 1013, 1543), (0, 1543, 1013, 2304), (1013, 0, 2058, 760), (1013, 760, 2058, 1543), (1013, 1543, 2058, 2304), (2058, 0, 3072, 760), (2058, 760, 3072, 1543), (2058, 1543, 3072, 2304)]",1698550359,4,5299193774204,28,255,194.9365361,51640,43,255,170.060243,14842,59,255,189.4331315,12616,"(239, 175, 212)",41,"(321.8181818181818, 0.28947368421052616, 0.7019607843137254)",523150,"(216.00000000000003, 0.069767441860465, 0.5784313725490196)",201688,"(216.9230769230769, 0.08843537414965995, 0.711764705882353)",15071,"(196.49999999999997, 0.588235294117647, 0.8666666666666667)",5842,"(220.00000000000006, 0.04477611940298506, 0.6058823529411765)",5028,"(324.59016393442624, 0.6703296703296703, 0.8215686274509804)",4567,"[325.3125, 0.6666666666666666, 0.8117647058823529]",14034,0,0,13519,0,0,14377,0,0,1371,0,0,124501,0,0,180621,0,0,69659,0,0,376118,32386,0,0,0,0.04494382022,0.1859296482,0.6288659794,1,259.2059188,0.3480328196,0.7213941962,1,5588,0.1705882353,2,0.6196078431,0.7450980392,0.8333333333,160903,0,"(240.0, 0.033613445378151266, 0.5333333333333334)",1534,"(240.0, 0.033333333333333326, 0.5294117647058822)",1528,"(240.0, 0.033057851239669415, 0.5254901960784313)",1461,"(218.18181818181816, 0.044176706827309196, 0.48823529411764705)",1241
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52991937742,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3072x2304 at 0x28B90989790>,3072,2304,"[(0, 0, 1013, 760), (0, 760, 1013, 1543), (0, 1543, 1013, 2304), (1013, 0, 2058, 760), (1013, 760, 2058, 1543), (1013, 1543, 2058, 2304), (2058, 0, 3072, 760), (2058, 760, 3072, 1543), (2058, 1543, 3072, 2304)]",1698550390,5,5299193774205,0,252,122.0920787,16266,0,255,122.6227355,18057,0,255,129.0742097,18140,"(90, 98, 106)",56,"(212.30769230769232, 0.07602339181286555, 0.6647058823529411)",574388,"(206.66666666666663, 0.039647577092511065, 0.44509803921568625)",109011,"(217.5, 0.043010752688172046, 0.36470588235294116)",29977,"(222.0, 0.06097560975609761, 0.32156862745098036)",14376,"(215.00000000000003, 0.07058823529411756, 0.6666666666666667)",11702,"(204.99999999999994, 0.06666666666666667, 0.3529411764705882)",8177,"[210.0, 0.08163265306122448, 0.3843137254901961]",37249,120,0,22541,0,0,5737,0,0,492,0,0,294051,166,0,300954,6,0,79233,0,0,77978,6170,0,0,0,0.03409090909,0.05194805195,0.07594936709,1,220.8776189,0.07259834143,0.4898889228,0.9941176471,1079,0.04117647059,3,0.3803921569,0.4666666667,0.5764705882,11212,762,"(216.92307692307696, 0.07514450867052021, 0.3392156862745098)",4137,"(214.28571428571433, 0.08235294117647053, 0.33333333333333337)",4063,"(216.92307692307696, 0.0734463276836158, 0.34705882352941175)",4052,"(214.28571428571428, 0.0843373493975904, 0.3254901960784314)",4016
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52991937742,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3072x2304 at 0x28B90989790>,3072,2304,"[(0, 0, 1013, 760), (0, 760, 1013, 1543), (0, 1543, 1013, 2304), (1013, 0, 2058, 760), (1013, 760, 2058, 1543), (1013, 1543, 2058, 2304), (2058, 0, 3072, 760), (2058, 760, 3072, 1543), (2058, 1543, 3072, 2304)]",1698550424,6,5299193774206,0,255,186.9474527,13484,0,221,130.6625631,22361,28,255,159.5353206,15604,"(209, 134, 179)",29,"(263.9999999999999, 0.02958579881656802, 0.3313725490196079)",746930,"(212.0, 0.27950310559006214, 0.6843137254901961)",10501,"(323.99999999999994, 0.5384615384615384, 0.7450980392156863)",9940,"(332.17391304347825, 0.45695364238410613, 0.7039215686274509)",2245,"(334.54545454545456, 0.3402061855670104, 0.6196078431372549)",2198,"(325.84615384615387, 0.5038759689922481, 0.7470588235294118)",2188,"[324.0, 0.44910179640718556, 0.6725490196078432]",8845,803,0,0,0,0,0,0,0,1,0,0,11673,4466,0,24945,0,0,34074,0,0,715707,235746,3,3,0,0.2592592593,0.3714285714,0.4701986755,1,321.6126754,0.3586718389,0.6241840553,0.9294117647,23,0.1294117647,3,0.5509803922,0.6450980392,0.7098039216,2222,4,"(276.0000000000001, 0.025380710659898463, 0.38627450980392153)",750,"(284.99999999999983, 0.019999999999999997, 0.3921568627450981)",674,"(285.00000000000006, 0.020618556701030927, 0.3803921568627451)",617,"(225.00000000000003, 0.038834951456310676, 0.403921568627451)",612
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52991937742,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3072x2304 at 0x28B90989790>,3072,2304,"[(0, 0, 1013, 760), (0, 760, 1013, 1543), (0, 1543, 1013, 2304), (1013, 0, 2058, 760), (1013, 760, 2058, 1543), (1013, 1543, 2058, 2304), (2058, 0, 3072, 760), (2058, 760, 3072, 1543), (2058, 1543, 3072, 2304)]",1698550454,7,5299193774207,101,255,230.0578597,152119,64,255,176.5452974,14108,76,255,210.5762483,88408,"(255, 218, 255)",122,"(321.9047619047619, 0.8630136986301371, 0.8568627450980392)",473302,"(302.4, 0.8620689655172418, 0.9431372549019608)",71941,"(324.82758620689657, 0.18012422360248453, 0.6843137254901961)",20847,"(327.14285714285717, 0.6363636363636362, 0.7411764705882353)",18168,"(317.7464788732395, 0.7029702970297029, 0.8019607843137255)",14453,"(305.10638297872345, 0.9215686274509807, 0.9)",11003,"[300.0, 1.0, 0.9274509803921569]",33457,0,0,28698,0,0,1533,0,0,97,0,0,3264,0,0,18876,0,0,6808,0,0,677907,127331,5,5,0,0.4364640884,0.7043478261,0.9452054795,1,295.1999083,0.6600836302,0.7973211138,1,8438,0.3784313725,3,0.7137254902,0.8078431373,0.8882352941,291313,0,"(300.0, 1.0, 0.9313725490196079)",2388,"(300.0, 1.0, 0.9372549019607843)",2345,"(300.0, 1.0, 0.9431372549019608)",2343,"(300.0, 1.0, 0.9470588235294117)",2292
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52991937742,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3072x2304 at 0x28B90989790>,3072,2304,"[(0, 0, 1013, 760), (0, 760, 1013, 1543), (0, 1543, 1013, 2304), (1013, 0, 2058, 760), (1013, 760, 2058, 1543), (1013, 1543, 2058, 2304), (2058, 0, 3072, 760), (2058, 760, 3072, 1543), (2058, 1543, 3072, 2304)]",1698550484,8,5299193774208,61,255,217.5901429,77367,0,255,153.2012628,21343,53,255,185.0933584,27646,"(202, 131, 157)",101,"(310.9090909090909, 0.04641350210970471, 0.5352941176470588)",511521,"(328.57142857142856, 0.6774193548387093, 0.7568627450980392)",68587,"(316.1194029850746, 0.8933333333333333, 0.8529411764705882)",55150,"(307.20000000000005, 0.8928571428571432, 0.8901960784313725)",9186,"(303.1578947368421, 0.9500000000000002, 0.9215686274509804)",6616,"(301.7142857142857, 0.9459459459459462, 0.9274509803921569)",6197,"[338.0281690140845, 0.40112994350282477, 0.6529411764705881]",43677,790,0,626,0,0,2,0,0,6,0,0,640,0,0,1187,0,0,2200,0,0,745624,214985,7,7,0,0.4239130435,0.6229508197,0.7872340426,1,326.368917,0.5894697871,0.7271283196,1,472,0.2274509804,9,0.6509803922,0.7529411765,0.8137254902,128419,0,"(300.0, 1.0, 0.9313725490196079)",1067,"(300.0, 1.0, 0.9274509803921569)",1046,"(300.0, 1.0, 0.9294117647058824)",1032,"(300.0, 1.0, 0.9372549019607843)",1006
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52991937742,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3072x2304 at 0x28B90989790>,3072,2304,"[(0, 0, 1013, 760), (0, 760, 1013, 1543), (0, 1543, 1013, 2304), (1013, 0, 2058, 760), (1013, 760, 2058, 1543), (1013, 1543, 2058, 2304), (2058, 0, 3072, 760), (2058, 760, 3072, 1543), (2058, 1543, 3072, 2304)]",1698550515,9,5299193774209,21,255,196.7834509,66843,0,255,162.7080207,31614,53,255,188.4551768,61000,"(74, 72, 84)",33,"(330.0, 0.24561403508771926, 0.5529411764705883)",732547,"(334.5, 0.5063291139240507, 0.6901960784313725)",6763,"(336.15384615384613, 0.629032258064516, 0.7568627450980392)",3788,"(335.5263157894737, 0.44186046511627913, 0.6627450980392157)",2905,"(330.38961038961037, 0.47239263803681, 0.6803921568627451)",2456,"(322.2857142857143, 0.7954545454545457, 0.8274509803921568)",1845,"[250.00000000000003, 0.07692307692307691, 0.3058823529411765]",14897,13,0,1,0,0,147,0,0,240,0,0,188892,7875,0,25189,0,0,21941,0,0,520347,109215,1,1,0,0.264957265,0.4918032787,0.793814433,1,282.5367488,0.5245895396,0.7129283179,1,23668,0.1156862745,2,0.6137254902,0.7509803922,0.8450980392,185842,4,"(0.0, 0.0, 1.0)",14530,"(180.0, 1.0, 0.996078431372549)",1887,"(229.99999999999997, 0.08108108108108109, 0.2901960784313725)",1753,"(250.00000000000003, 0.08108108108108109, 0.2901960784313725)",1742
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52989003662,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x28BFF6FC0D0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698550542,9,5298900366200,56,255,186.4859225,229320,59,255,189.463341,229000,64,255,194.6308263,205431,"(156, 159, 161)",149,"(280.0, 0.04918032786885228, 0.8803921568627451)",6763741,"(214.99999999999991, 0.36363636363636337, 0.8705882352941177)",16666,"(215.99999999999983, 0.027932960893854802, 0.6490196078431372)",16587,"(218.1818181818182, 0.2894736842105263, 0.8509803921568628)",13319,"(240.0, 0.012658227848101219, 0.5352941176470588)",12859,"(53.99999999999986, 0.2083333333333338, 0.9058823529411765)",11228,"[204.00000000000003, 0.025906735751295245, 0.6215686274509804]",376737,0,0,49518,0,0,366654,0,0,38211,0,0,2509103,34,0,2961726,1,0,218045,0,0,557894,0,0,0,0,0.03664921466,0.07070707071,0.1407407407,1,208.177973,0.1050029222,0.7466412322,0.9843137255,64,0.2352941176,1,0.6764705882,0.7529411765,0.8137254902,1045848,0,"(216.0, 0.10416666666666692, 0.8117647058823529)",61732,"(216.00000000000009, 0.09803921568627444, 0.8)",42737,"(215.9999999999999, 0.10204081632653052, 0.807843137254902)",38382,"(210.0, 0.034090909090908963, 0.6549019607843137)",37104
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52989003662,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x28BFF6FC0D0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698550777,1,5298900366201,122,251,209.6336962,29158,116,252,206.7649647,33237,114,255,211.0489791,30834,"(186, 178, 182)",22,"(300.0, 0.04918032786885228, 0.8803921568627451)",698386,"(199.99999999999994, 0.10843373493975901, 0.8372549019607842)",19754,"(206.66666666666657, 0.10843373493975901, 0.8372549019607842)",16889,"(207.2727272727272, 0.1264367816091953, 0.8294117647058823)",9327,"(311.99999999999994, 0.030303030303030366, 0.6764705882352942)",4657,"(270.0000000000002, 0.03921568627450994, 0.8)",4061,"[329.9999999999999, 0.05479452054794521, 0.7137254901960783]",124973,0,0,2602,0,0,3834,0,0,580,0,0,78157,0,0,78306,0,0,73913,0,0,407515,0,0,0,0,0.05521472393,0.07246376812,0.09677419355,1,275.5760919,0.09404419449,0.820246262,0.9843137255,6,0.4647058824,3,0.7607843137,0.837254902,0.8803921569,339142,0,"(311.99999999999994, 0.08771929824561418, 0.888235294117647)",6494,"(312.0000000000002, 0.08474576271186456, 0.884313725490196)",5510,"(311.99999999999994, 0.09090909090909105, 0.892156862745098)",5152,"(311.99999999999994, 0.09433962264150957, 0.896078431372549)",3753
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52989003662,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x28BFF6FC0D0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698550804,2,5298900366202,56,235,156.856516,32915,59,227,159.6233657,33065,64,232,162.9549685,32118,"(149, 151, 156)",28,"(220.00000000000006, 0.10112359550561797, 0.8254901960784313)",675396,"(220.00000000000006, 0.030000000000000037, 0.607843137254902)",35926,"(217.49999999999991, 0.06896551724137928, 0.7725490196078431)",19263,"(215.99999999999983, 0.027932960893854802, 0.6490196078431372)",16536,"(220.00000000000003, 0.01675977653631279, 0.6490196078431373)",10749,"(270.0, 0.009090909090909058, 0.5686274509803921)",5646,"[222.85714285714292, 0.03414634146341466, 0.5980392156862746]",18258,0,0,3309,0,0,3319,0,0,3429,0,0,416234,0,0,313182,0,0,30289,0,0,6180,0,0,0,0,0.02803738318,0.03409090909,0.0447761194,0.1803278689,208.6145493,0.03858746031,0.6270759477,0.9058823529,12,0.2352941176,1,0.5882352941,0.6392156863,0.6823529412,3533,0,"(209.99999999999986, 0.032967032967033, 0.6431372549019607)",9222,"(210.0, 0.034090909090908963, 0.6549019607843137)",8293,"(220.00000000000006, 0.032258064516129066, 0.6352941176470588)",7386,"(214.28571428571436, 0.037037037037037056, 0.6294117647058823)",7350
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52989003662,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x28BFF6FC0D0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698550833,3,5298900366203,72,216,170.8384992,52961,74,220,172.4983585,62225,82,225,174.9710903,66329,"(159, 160, 164)",3,"(220.00000000000006, 0.07792207792207785, 0.6980392156862745)",767429,"(203.99999999999991, 0.019920318725099587, 0.49215686274509807)",2582,"(240.0, 0.01255230125523008, 0.46862745098039216)",629,,0,,0,,0,"[228.00000000000003, 0.026737967914438557, 0.6333333333333333]",78063,0,0,31427,0,0,82882,0,0,16334,0,0,225243,0,0,286223,0,0,36120,0,0,14348,0,0,0,0,0.01351351351,0.0306122449,0.03703703704,0.1506849315,169.5998639,0.02998388168,0.6780932909,0.8647058824,198,0.3019607843,4,0.6411764706,0.6803921569,0.7098039216,198,0,"(0.0, 0.0, 0.7058823529411765)",17925,"(60.0, 0.01351351351351347, 0.7098039215686275)",12487,"(209.99999999999986, 0.032967032967033, 0.6431372549019607)",11173,"(219.99999999999983, 0.030927835051546424, 0.6196078431372549)",10820
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52989003662,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x28BFF6FC0D0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698550852,4,5298900366204,127,255,202.5575463,20867,138,255,208.295086,24334,150,254,218.3585887,22982,"(209, 216, 229)",55,"(329.9999999999999, 0.051724137931034524, 0.7725490196078431)",701438,"(218.1818181818182, 0.2894736842105263, 0.8509803921568628)",13319,"(216.52173913043478, 0.1900826446280992, 0.7627450980392156)",10774,"(120.0, 0.0416666666666665, 0.9058823529411765)",7236,"(217.5, 0.23529411764705888, 0.8)",5047,"(218.1818181818182, 0.2972972972972973, 0.8549019607843138)",3656,"[219.00000000000003, 0.27777777777777785, 0.8588235294117648]",4576,0,0,201,0,0,66286,0,0,5039,0,0,111775,13,0,495605,1,0,32205,0,0,77492,0,0,0,0,0.1587301587,0.214953271,0.3086419753,1,214.0969069,0.2283964108,0.8244317573,0.9803921569,44,0.5568627451,2,0.768627451,0.831372549,0.8784313725,326448,0,"(217.14285714285714, 0.4285714285714282, 0.903921568627451)",5019,"(217.14285714285717, 0.41176470588235303, 0.8999999999999999)",4740,"(217.14285714285717, 0.39622641509433976, 0.896078431372549)",4532,"(217.14285714285717, 0.381818181818182, 0.892156862745098)",4281
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52989003662,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x28BFF6FC0D0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698550883,5,5298900366205,64,252,174.4909568,31962,66,250,177.0781854,32215,70,252,180.9633174,32817,"(156, 159, 161)",16,"(314.9999999999999, 0.02409638554216876, 0.6745098039215687)",798212,"(54.00000000000002, 0.13513513513513506, 0.8549019607843138)",4309,"(213.3333333333332, 0.07692307692307687, 0.7705882352941176)",3308,"(210.0, 0.028846153846153747, 0.592156862745098)",2411,"(219.99999999999997, 0.07086614173228364, 0.7509803921568627)",1445,"(210.00000000000017, 0.02727272727272731, 0.5686274509803921)",1307,"[204.00000000000003, 0.025906735751295245, 0.6215686274509804]",74919,0,0,5711,0,0,11155,0,0,3261,0,0,401379,0,0,276128,0,0,17638,0,0,28044,0,0,0,0,0.03409090909,0.04494382022,0.08064516129,0.7142857143,201.5076526,0.07050957405,0.6967028026,0.9784313725,15,0.262745098,2,0.6450980392,0.6882352941,0.762745098,30451,0,"(210.0, 0.034090909090908963, 0.6549019607843137)",9870,"(210.00000000000017, 0.035294117647058865, 0.6666666666666667)",8990,"(209.99999999999986, 0.032967032967033, 0.6431372549019607)",7903,"(219.99999999999983, 0.03370786516853936, 0.6509803921568627)",6936
